player_id,wikidata_id,fifa_id,espn_id,display_name,name_ascii,date_of_birth,place_of_birth,birth_country,birth_lat,birth_lon,height_cm,primary_position,image_commons_title,image_url,image_author,image_license,image_source_url,bio_source_url,data_confidence,manual_review_flag,notes
p_alg_achraf_abada_19289ff4,,,,Achraf Abada,Achraf Abada,,,,,,,defender,,,,,,,wikidata_no_match,TRUE,No Wikidata candidates found.
p_alg_adil_boulbina_d1bb01d8,Q112654481,,,Adil Boulbina,Adil Boulbina,2003-05-02,El Milia,Algeria,,,,forward,,,,,,https://www.wikidata.org/wiki/Q112654481,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q112654481; score=150; margin=150
p_alg_aissa_mandi_18ff426e,Q2876432,,,Aissa Mandi,Aissa Mandi,1991-10-22,Châlons-en-Champagne,France,,,,defender,File:Algérie - Arménie - 20140531 - Aissa Mandi.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alg%C3%A9rie%20-%20Arm%C3%A9nie%20-%2020140531%20-%20Aissa%20Mandi.jpg,,,,https://www.wikidata.org/wiki/Q2876432,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q2876432; score=193; margin=193
p_alg_amine_gouiri_e78ccbec,Q30045780,,,Amine Gouiri,Amine Gouiri,2000-02-16,Bourgoin-Jallieu,France,,,,forward,File:RC Lens - OGC Nice (10-04-2022) 25 Amine Gouiri.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RC%20Lens%20-%20OGC%20Nice%20%2810-04-2022%29%2025%20Amine%20Gouiri.jpg,,,,https://www.wikidata.org/wiki/Q30045780,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q30045780; score=163; margin=163
p_alg_anis_hadj_moussa_ad8afb91,Q121946144,,,Anis Hadj Moussa,Anis Hadj Moussa,2002-02-11,Paris,France,,,,forward,File:MCI VS FER 2024 (Anis Hadj Moussa).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/MCI%20VS%20FER%202024%20%28Anis%20Hadj%20Moussa%29.jpg,,,,https://www.wikidata.org/wiki/Q121946144,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q121946144; score=153; margin=153
p_alg_fares_chaibi_7363c3a0,Q113474248,,,Fares Chaibi,Fares Chaibi,2002-11-28,3rd arrondissement of Lyon,France,,,,midfielder,File:World Cup Qualification Africa Guinea v Algeria 14 (Farès Chaïbi).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Qualification%20Africa%20Guinea%20v%20Algeria%2014%20%28Far%C3%A8s%20Cha%C3%AFbi%29.jpg,,,,https://www.wikidata.org/wiki/Q113474248,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q113474248; score=153; margin=153
p_alg_fares_ghedjemis_fe617a47,Q124151324,,,Fares Ghedjemis,Fares Ghedjemis,2002-09-06,Montreuil,France,,,,forward,,,,,,https://www.wikidata.org/wiki/Q124151324,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q124151324; score=150; margin=150
p_alg_hicham_boudaoui_0c0f5c95,Q59306433,,,Hicham Boudaoui,Hicham Boudaoui,1999-09-23,Béchar,Algeria,,,,midfielder,File:Boudaoui asse ogcn 2425.png,http://commons.wikimedia.org/wiki/Special:FilePath/Boudaoui%20asse%20ogcn%202425.png,,,,https://www.wikidata.org/wiki/Q59306433,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q59306433; score=163; margin=163
p_alg_houssem_aouar_4b886415,Q27927442,,,Houssem Aouar,Houssem Aouar,1998-06-30,Lyon,France,,,,midfielder,File:Houssem Aouar 2017.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Houssem%20Aouar%202017.jpg,,,,https://www.wikidata.org/wiki/Q27927442,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q27927442; score=163; margin=163
p_alg_ibrahim_maza_9745cb11,Q118118504,,,Ibrahim Maza,Ibrahim Maza,2005-11-24,Berlin,Germany,,,,midfielder,,,,,,https://www.wikidata.org/wiki/Q118118504,wikidata_auto_match_high,FALSE,Auto-matched to Wikidata Q118118504; score=150; margin=150
