squad_entry_id,tournament,team,team_code,player_id,display_name_at_source,position_group,shirt_number,squad_status,is_replacement,replaced_player_id,replacement_reason,official_roster_source_url,verified_at,original_player_id,player_id_repair_note
se_wc2026_mex_ca2bc75b,fifa_world_cup_2026,Mexico,MEX,p_mex_carlos_acevedo_a75726b0,Carlos Acevedo,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_carlos_acevedo_a75726b0,
se_wc2026_mex_6ae53e50,fifa_world_cup_2026,Mexico,MEX,p_mex_guillermo_ochoa_add9f489,Guillermo Ochoa,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_guillermo_ochoa_add9f489,
se_wc2026_mex_3ba9c409,fifa_world_cup_2026,Mexico,MEX,p_mex_raul_rangel_fd3acb0d,Raúl Rangel,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_raul_rangel_fd3acb0d,
se_wc2026_mex_1cc205d0,fifa_world_cup_2026,Mexico,MEX,p_mex_jesus_gallardo_f2c39ec2,Jesús Gallardo,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_jesus_gallardo_f2c39ec2,
se_wc2026_mex_139b889d,fifa_world_cup_2026,Mexico,MEX,p_mex_israel_reyes_a91c6ee7,Israel Reyes,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_israel_reyes_a91c6ee7,
se_wc2026_mex_13961f62,fifa_world_cup_2026,Mexico,MEX,p_mex_cesar_montes_bdb1ce89,César Montes,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_cesar_montes_bdb1ce89,
se_wc2026_mex_5bd79ffb,fifa_world_cup_2026,Mexico,MEX,p_mex_jorge_sanchez_f9fdad59,Jorge Sánchez,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_jorge_sanchez_f9fdad59,
se_wc2026_mex_2c7dcfde,fifa_world_cup_2026,Mexico,MEX,p_mex_johan_vasquez_2858b9c4,Johan Vásquez,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_johan_vasquez_2858b9c4,
se_wc2026_mex_b4e41e06,fifa_world_cup_2026,Mexico,MEX,p_mex_mateo_chavez_db583c24,Mateo Chávez,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_mateo_chavez_db583c24,
se_wc2026_mex_7e5734c9,fifa_world_cup_2026,Mexico,MEX,p_mex_gilberto_mora_4cec389a,Gilberto Mora,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_gilberto_mora_4cec389a,
se_wc2026_mex_4b23e525,fifa_world_cup_2026,Mexico,MEX,p_mex_edson_alvarez_ee19e8a4,Edson Álvarez,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_edson_alvarez_ee19e8a4,
se_wc2026_mex_f3c5778c,fifa_world_cup_2026,Mexico,MEX,p_mex_orbelin_pineda_f17e8194,Orbelín Pineda,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_orbelin_pineda_f17e8194,
se_wc2026_mex_782d20fb,fifa_world_cup_2026,Mexico,MEX,p_mex_luis_romo_56c015b1,Luis Romo,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_luis_romo_56c015b1,
se_wc2026_mex_21fd6664,fifa_world_cup_2026,Mexico,MEX,p_mex_brian_gutierrez_bd8fbff5,Brian Gutiérrez,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_brian_gutierrez_bd8fbff5,
se_wc2026_mex_3e0993c5,fifa_world_cup_2026,Mexico,MEX,p_mex_obed_vargas_60228b0f,Obed Vargas,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_obed_vargas_60228b0f,
se_wc2026_mex_a511a4ee,fifa_world_cup_2026,Mexico,MEX,p_mex_cesar_huerta_11f35dc9,César Huerta,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_cesar_huerta_11f35dc9,
se_wc2026_mex_f105924a,fifa_world_cup_2026,Mexico,MEX,p_mex_luis_chavez_9afafe41,Luis Chávez,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_luis_chavez_9afafe41,
se_wc2026_mex_a204b42b,fifa_world_cup_2026,Mexico,MEX,p_mex_erik_lira_9fbed47a,Erik Lira,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_erik_lira_9fbed47a,
se_wc2026_mex_c6b8fa8f,fifa_world_cup_2026,Mexico,MEX,p_mex_alvaro_fidalgo_3d0f69df,Álvaro Fidalgo,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_alvaro_fidalgo_3d0f69df,
se_wc2026_mex_f28a7757,fifa_world_cup_2026,Mexico,MEX,p_mex_roberto_alvarado_f5b62687,Roberto Alvarado,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_roberto_alvarado_f5b62687,
se_wc2026_mex_8651ba5a,fifa_world_cup_2026,Mexico,MEX,p_mex_armando_gonzalez_3f91fad5,Armando González,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_armando_gonzalez_3f91fad5,
se_wc2026_mex_8dffd221,fifa_world_cup_2026,Mexico,MEX,p_mex_raul_jimenez_c47a5ffa,Raúl Jiménez,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_raul_jimenez_c47a5ffa,
se_wc2026_mex_40c92b67,fifa_world_cup_2026,Mexico,MEX,p_mex_julian_quinones_0cf58bb0,Julián Quiñones,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_julian_quinones_0cf58bb0,
se_wc2026_mex_1b120bd6,fifa_world_cup_2026,Mexico,MEX,p_mex_santiago_gimenez_59159c84,Santiago Gimenez,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_santiago_gimenez_59159c84,
se_wc2026_mex_6f9e8b1d,fifa_world_cup_2026,Mexico,MEX,p_mex_guillermo_martinez_fb0f082f,Guillermo Martínez,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_guillermo_martinez_fb0f082f,
se_wc2026_mex_332def00,fifa_world_cup_2026,Mexico,MEX,p_mex_alexis_vega_6d8b7924,Alexis Vega,forward,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_mex_alexis_vega_6d8b7924,
se_wc2026_rsa_8b4af01e,fifa_world_cup_2026,South Africa,RSA,p_rsa_ronwen_williams_8988314c,Ronwen Williams,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_ronwen_williams_8988314c,
se_wc2026_rsa_5c9cf166,fifa_world_cup_2026,South Africa,RSA,p_rsa_ricardo_goss_02c98ce1,Ricardo Goss,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_ricardo_goss_02c98ce1,
se_wc2026_rsa_072c2717,fifa_world_cup_2026,South Africa,RSA,p_rsa_sipho_chaine_5123e728,Sipho Chaine,goalkeeper,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_sipho_chaine_5123e728,
se_wc2026_rsa_0c830fa8,fifa_world_cup_2026,South Africa,RSA,p_rsa_khuliso_mudau_658805c6,Khuliso Mudau,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_khuliso_mudau_658805c6,
se_wc2026_rsa_9bf1c4d2,fifa_world_cup_2026,South Africa,RSA,p_rsa_nkosinathi_sibisi_c2a232db,Nkosinathi Sibisi,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_nkosinathi_sibisi_c2a232db,
se_wc2026_rsa_afefc98d,fifa_world_cup_2026,South Africa,RSA,p_rsa_ime_okon_4e7e2ef7,Ime Okon,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_ime_okon_4e7e2ef7,
se_wc2026_rsa_e469be9d,fifa_world_cup_2026,South Africa,RSA,p_rsa_khulumani_ndamane_fbcaf768,Khulumani Ndamane,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_khulumani_ndamane_fbcaf768,
se_wc2026_rsa_0e8ed484,fifa_world_cup_2026,South Africa,RSA,p_rsa_aubrey_modiba_38a51174,Aubrey Modiba,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_aubrey_modiba_38a51174,
se_wc2026_rsa_05d14b1f,fifa_world_cup_2026,South Africa,RSA,p_rsa_samukelo_kabini_a3476421,Samukelo Kabini,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_samukelo_kabini_a3476421,
se_wc2026_rsa_49fb4883,fifa_world_cup_2026,South Africa,RSA,p_rsa_thabang_matuludi_b0738f64,Thabang Matuludi,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_thabang_matuludi_b0738f64,
se_wc2026_rsa_17016301,fifa_world_cup_2026,South Africa,RSA,p_rsa_olwethu_makhanya_4966d327,Olwethu Makhanya,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_olwethu_makhanya_4966d327,
se_wc2026_rsa_30a1c708,fifa_world_cup_2026,South Africa,RSA,p_rsa_kamgogelo_sebelebele_dafaac5f,Kamgogelo Sebelebele,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_kamgogelo_sebelebele_dafaac5f,
se_wc2026_rsa_37331e22,fifa_world_cup_2026,South Africa,RSA,p_rsa_bradley_cross_fefe3ca9,Bradley Cross,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_bradley_cross_fefe3ca9,
se_wc2026_rsa_8f1e558a,fifa_world_cup_2026,South Africa,RSA,p_rsa_mbekezeli_mbokazi_aab0b6aa,Mbekezeli Mbokazi,defender,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_mbekezeli_mbokazi_aab0b6aa,
se_wc2026_rsa_f8f5384e,fifa_world_cup_2026,South Africa,RSA,p_rsa_teboho_mokoena_f2c012d8,Teboho Mokoena,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_teboho_mokoena_f2c012d8,
se_wc2026_rsa_04699039,fifa_world_cup_2026,South Africa,RSA,p_rsa_thalente_mbatha_a316dba5,Thalente Mbatha,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_thalente_mbatha_a316dba5,
se_wc2026_rsa_f41877d0,fifa_world_cup_2026,South Africa,RSA,p_rsa_yaya_sithole_720d4ea2,Yaya Sithole,midfielder,,active,FALSE,,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-06-09 05:20:16 UTC,p_rsa_yaya_sithole_720d4ea2,
