raw_club_id,raw_club_name,raw_club_name_ascii,canonical_club_id,canonical_club_name,alias_rule,merge_confidence,player_count_for_raw_club_id,teams_using_raw_club_id,normalization_notes
c_pari_nizhny_novgorod_1b7306d2,Pari Nizhny Novgorod,Pari Nizhny Novgorod,c_pari_nizhny_novgorod_1b7306d2,Pari Nizhny Novgorod,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_paris_fc_4acde809,Paris FC,Paris FC,c_paris_fc_4acde809,Paris FC,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.
c_paris_saint_germain_e38062ac,Paris Saint-Germain,Paris Saint-Germain,c_paris_saint_germain_e38062ac,Paris Saint-Germain,auto_merge_curated_alias,high,11,France:5; South Korea:1; Brazil:1; Morocco:1; Ecuador:1; Tunisia:1; Portugal:1,Collapsed source variant to canonical club 'Paris Saint-Germain'.
c_paris_saint_germian_5c4474af,Paris Saint-Germian,Paris Saint-Germian,c_paris_saint_germain_e38062ac,Paris Saint-Germain,auto_merge_curated_alias,high,1,Senegal:1,Collapsed source variant to canonical club 'Paris Saint-Germain'.
c_parma_9553b2a1,Parma,Parma,c_parma_9553b2a1,Parma,unchanged,not_applicable,2,Australia:1; Japan:1,No normalization merge applied.
c_pec_zwolle_79d3df3c,PEC Zwolle,PEC Zwolle,c_pec_zwolle_79d3df3c,PEC Zwolle,unchanged,not_applicable,3,Curacao:1; New Zealand:1; Cape Verde:1,No normalization merge applied.
c_persepolis_5a29c9d4,Persepolis,Persepolis,c_persepolis_5a29c9d4,Persepolis,unchanged,not_applicable,7,Iran:5; Uzbekistan:2,No normalization merge applied.
c_peterborough_united_fc1a3742,Peterborough United,Peterborough United,c_peterborough_united_fc1a3742,Peterborough United,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_philadelphia_union_e87259be,Philadelphia Union,Philadelphia Union,c_philadelphia_union_e87259be,Philadelphia Union,unchanged,not_applicable,2,South Africa:1; Haiti:1,No normalization merge applied.
c_pisa_758b9ea7,Pisa,Pisa,c_pisa_758b9ea7,Pisa,unchanged,not_applicable,1,Switzerland:1,No normalization merge applied.
c_plaza_amador_6faeaf34,Plaza Amador,Plaza Amador,c_plaza_amador_6faeaf34,Plaza Amador,unchanged,not_applicable,2,Panama:2,No normalization merge applied.
c_pogon_szczecin_1d372b0b,Pogoń Szczecin,Pogon Szczecin,c_pogon_szczecin_1d372b0b,Pogoń Szczecin,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_polokwane_city_006c1372,Polokwane City,Polokwane City,c_polokwane_city_006c1372,Polokwane City,unchanged,not_applicable,1,South Africa:1,No normalization merge applied.
c_port_fc_fe67c888,Port FC,Port FC,c_port_fc_fe67c888,Port FC,unchanged,not_applicable,2,Iraq:2,No normalization merge applied.
c_port_vale_8b7668ca,Port Vale,Port Vale,c_port_vale_8b7668ca,Port Vale,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_portland_timbers_8e92581e,Portland Timbers,Portland Timbers,c_portland_timbers_8e92581e,Portland Timbers,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_porto_09de765a,Porto,Porto,c_porto_09de765a,Porto,unchanged,not_applicable,3,Türkiye:1; Ivory Coast:1; Portugal:1,No normalization merge applied.
c_portsmouth_0f979b99,Portsmouth,Portsmouth,c_portsmouth_0f979b99,Portsmouth,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.
c_psg_7fc479b7,PSG,PSG,c_psg_7fc479b7,PSG,unchanged,not_applicable,4,Portugal:3; Spain:1,No normalization merge applied.
c_psv_cba0ce05,PSV,PSV,c_psv_eindhoven_143e5a85,PSV Eindhoven,auto_merge_curated_alias,high,1,Netherlands:1,Collapsed source variant to canonical club 'PSV Eindhoven'.
c_psv_eindhoven_143e5a85,PSV Eindhoven,PSV Eindhoven,c_psv_eindhoven_143e5a85,PSV Eindhoven,auto_merge_curated_alias,high,8,Morocco:2; United States:2; Bosnia-Herzegovina:1; Curacao:1; Austria:1; Croatia:1,Collapsed source variant to canonical club 'PSV Eindhoven'.
c_puerto_cabello_c8843033,Puerto Cabello,Puerto Cabello,c_puerto_cabello_c8843033,Puerto Cabello,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_pumas_1ebc527b,Pumas,Pumas,c_pumas_unam_e7fbb47a,Pumas UNAM,auto_merge_curated_alias,high,1,Mexico:1,Collapsed source variant to canonical club 'Pumas UNAM'.
c_pumas_unam_e7fbb47a,Pumas UNAM,Pumas UNAM,c_pumas_unam_e7fbb47a,Pumas UNAM,auto_merge_curated_alias,high,2,Ecuador:1; Panama:1,Collapsed source variant to canonical club 'Pumas UNAM'.
c_puskas_akademia_2653805d,Puskas Akademia,Puskas Akademia,c_puskas_akademia_2653805d,Puskas Akademia,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_pyramids_7d59fa3f,Pyramids,Pyramids,c_pyramids_fc_7ade8ddc,Pyramids FC,auto_merge_curated_alias,high,4,Egypt:3; Jordan:1,Collapsed source variant to canonical club 'Pyramids FC'.
c_pyramids_fc_7ade8ddc,Pyramids FC,Pyramids FC,c_pyramids_fc_7ade8ddc,Pyramids FC,auto_merge_curated_alias,high,1,Congo DR:1,Collapsed source variant to canonical club 'Pyramids FC'.
c_qatar_sc_fd8bd006,Qatar SC,Qatar SC,c_qatar_sc_fd8bd006,Qatar SC,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.
c_racing_genk_584dd89f,Racing Genk,Racing Genk,c_racing_genk_584dd89f,Racing Genk,unchanged,not_applicable,2,Morocco:1; Ecuador:1,No normalization merge applied.
c_racing_santander_99beb36e,Racing Santander,Racing Santander,c_racing_santander_99beb36e,Racing Santander,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_raja_casablanca_f3222cae,Raja Casablanca,Raja Casablanca,c_raja_casablanca_f3222cae,Raja Casablanca,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.
c_randers_fc_3128e118,Randers FC,Randers FC,c_randers_fc_3128e118,Randers FC,unchanged,not_applicable,1,Australia:1,No normalization merge applied.
c_rangers_8ee581e0,Rangers,Rangers,c_rangers_8ee581e0,Rangers,unchanged,not_applicable,5,Scotland:2; Canada:1; Belgium:1; Norway:1,No normalization merge applied.
c_rayo_vallecano_bb03fdc6,Rayo Vallecano,Rayo Vallecano,c_rayo_vallecano_bb03fdc6,Rayo Vallecano,unchanged,not_applicable,2,Senegal:1; Ghana:1,No normalization merge applied.
c_rb_leipzig_e10cc5a3,RB Leipzig,RB Leipzig,c_rb_leipzig_e10cc5a3,RB Leipzig,unchanged,not_applicable,6,Austria:3; Germany:1; Ivory Coast:1; Norway:1,No normalization merge applied.
c_rb_salzburg_64bce3ab,RB Salzburg,RB Salzburg,c_rb_salzburg_64bce3ab,RB Salzburg,unchanged,not_applicable,2,Bosnia-Herzegovina:1; Austria:1,No normalization merge applied.
c_real_betis_c81a1b80,Real Betis,Real Betis,c_real_betis_c81a1b80,Real Betis,unchanged,not_applicable,7,Morocco:2; Mexico:1; Switzerland:1; Argentina:1; Congo DR:1; Colombia:1,No normalization merge applied.
c_real_madrid_abbd0333,Real Madrid,Real Madrid,c_real_madrid_abbd0333,Real Madrid,unchanged,not_applicable,10,France:2; Brazil:1; Morocco:1; Türkiye:1; Germany:1; Belgium:1; Uruguay:1; Austria:1; England:1,No normalization merge applied.
c_real_oviedo_11854497,Real Oviedo,Real Oviedo,c_real_oviedo_11854497,Real Oviedo,unchanged,not_applicable,3,Egypt:1; Uruguay:1; Ghana:1,No normalization merge applied.
c_real_salt_lake_59b0db81,Real Salt Lake,Real Salt Lake,c_real_salt_lake_59b0db81,Real Salt Lake,unchanged,not_applicable,1,Uruguay:1,No normalization merge applied.
c_real_sociedad_495967fa,Real Sociedad,Real Sociedad,c_real_sociedad_495967fa,Real Sociedad,unchanged,not_applicable,5,Croatia:2; Japan:1; Spain:1; Portugal:1,No normalization merge applied.
c_red_bull_bragantino_35c794b1,Red Bull Bragantino,Red Bull Bragantino,c_red_bull_bragantino_35c794b1,Red Bull Bragantino,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.
c_red_star_belgrade_ff44e45e,Red Star Belgrade,Red Star Belgrade,c_red_star_belgrade_ff44e45e,Red Star Belgrade,unchanged,not_applicable,2,South Korea:1; Austria:1,No normalization merge applied.
c_reims_580a1e88,Reims,Reims,c_reims_580a1e88,Reims,unchanged,not_applicable,1,Japan:1,No normalization merge applied.
c_rennes_2c434c1a,Rennes,Rennes,c_rennes_2c434c1a,Rennes,unchanged,not_applicable,3,Switzerland:1; France:1; Jordan:1,No normalization merge applied.
c_rijeka_f02178d7,Rijeka,Rijeka,c_rijeka_f02178d7,Rijeka,unchanged,not_applicable,3,Bosnia-Herzegovina:2; Croatia:1,No normalization merge applied.
c_river_plate_6e5bb3c0,River Plate,River Plate,c_river_plate_6e5bb3c0,River Plate,unchanged,not_applicable,5,Colombia:2; Ecuador:1; Uruguay:1; Argentina:1,No normalization merge applied.
c_rizespor_d9c5d82e,Rizespor,Rizespor,c_caykur_rizespor_5d094b3b,Çaykur Rizespor,auto_merge_curated_alias,high,1,Ivory Coast:1,Collapsed source variant to canonical club 'Çaykur Rizespor'.
c_rkc_waalwijk_6a7da517,RKC Waalwijk,RKC Waalwijk,c_rkc_waalwijk_6a7da517,RKC Waalwijk,unchanged,not_applicable,2,Curacao:2,No normalization merge applied.
c_roma_3090f438,Roma,Roma,c_as_roma_2ecbf69f,AS Roma,auto_merge_curated_alias,high,1,Netherlands:1,Collapsed source variant to canonical club 'AS Roma'.
c_rosario_central_d0d1a866,Rosario Central,Rosario Central,c_rosario_central_d0d1a866,Rosario Central,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_rostovv_302a24f4,Rostovv,Rostovv,c_rostovv_302a24f4,Rostovv,unchanged,not_applicable,1,Iran:1,No normalization merge applied.
c_rotherham_united_58431265,Rotherham United,Rotherham United,c_rotherham_united_58431265,Rotherham United,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_royale_union_saint_gilloise_0606b5f0,Royale-Union Saint Gilloise,Royale-Union Saint Gilloise,c_union_st_gilloise_b8dea71a,Union St.-Gilloise,auto_merge_curated_alias,high,1,Canada:1,Collapsed source variant to canonical club 'Union St.-Gilloise'.
c_rs_berkane_416671b0,RS Berkane,RS Berkane,c_rs_berkane_416671b0,RS Berkane,unchanged,not_applicable,1,Morocco:1,No normalization merge applied.
c_sabah_53be0096,Sabah,Sabah,c_sabah_53be0096,Sabah,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.
c_saint_etienne_d88dbceb,Saint-Étienne,Saint-Etienne,c_saint_etienne_d88dbceb,Saint-Étienne,unchanged,not_applicable,2,New Zealand:1; Ghana:1,No normalization merge applied.
c_sampdoria_044fe5ce,Sampdoria,Sampdoria,c_sampdoria_044fe5ce,Sampdoria,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.
c_samsunspor_f4b482dc,Samsunspor,Samsunspor,c_samsunspor_f4b482dc,Samsunspor,unchanged,not_applicable,1,Senegal:1,No normalization merge applied.
c_san_diego_fc_ee29e222,San Diego FC,San Diego FC,c_san_diego_fc_ee29e222,San Diego FC,unchanged,not_applicable,2,Cape Verde:1; Panama:1,No normalization merge applied.
c_san_lorenzo_e834d80a,San Lorenzo,San Lorenzo,c_san_lorenzo_e834d80a,San Lorenzo,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.
c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,Sanfrecce Hiroshima,c_sanfrecce_hiroshima_aa29b48c,Sanfrecce Hiroshima,unchanged,not_applicable,1,Japan:1,No normalization merge applied.
c_santos_6c3780f0,Santos,Santos,c_santos_6c3780f0,Santos,unchanged,not_applicable,1,Brazil:1,No normalization merge applied.
c_santos_laguna_ed9ddc90,Santos Laguna,Santos Laguna,c_santos_laguna_ed9ddc90,Santos Laguna,unchanged,not_applicable,1,Mexico:1,No normalization merge applied.
c_sao_paulo_512a018c,São Paulo,Sao Paulo,c_sao_paulo_512a018c,São Paulo,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.
c_saprissa_cd3d610c,Saprissa,Saprissa,c_saprissa_cd3d610c,Saprissa,unchanged,not_applicable,2,Panama:2,No normalization merge applied.
c_sarpsborg_08_6a2fb396,Sarpsborg 08,Sarpsborg 08,c_sarpsborg_08_6a2fb396,Sarpsborg 08,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_sassuolo_3722fef4,Sassuolo,Sassuolo,c_sassuolo_3722fef4,Sassuolo,unchanged,not_applicable,4,Canada:1; Bosnia-Herzegovina:1; Australia:1; Norway:1,No normalization merge applied.
c_sc_freiburg_9f1ecdb8,SC Freiburg,SC Freiburg,c_sc_freiburg_9f1ecdb8,SC Freiburg,auto_merge_curated_alias,high,1,Austria:1,Collapsed source variant to canonical club 'SC Freiburg'.
c_schalke_04_aa80f339,Schalke 04,Schalke 04,c_schalke_04_aa80f339,Schalke 04,unchanged,not_applicable,2,Bosnia-Herzegovina:2,No normalization merge applied.
c_seattle_sounders_0333969a,Seattle Sounders,Seattle Sounders,c_seattle_sounders_0333969a,Seattle Sounders,unchanged,not_applicable,1,United States:1,No normalization merge applied.
c_selangor_87052893,Selangor,Selangor,c_selangor_87052893,Selangor,unchanged,not_applicable,2,Jordan:2,No normalization merge applied.
c_sepahan_23598738,Sepahan,Sepahan,c_sepahan_23598738,Sepahan,unchanged,not_applicable,3,Iran:3,No normalization merge applied.
c_servette_d3e58f94,Servette,Servette,c_servette_d3e58f94,Servette,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.
c_sevilla_199198e5,Sevilla,Sevilla,c_sevilla_199198e5,Sevilla,unchanged,not_applicable,3,Switzerland:2; Norway:1,No normalization merge applied.
c_shabab_al_ahli_7bfa5689,Shabab Al-Ahli,Shabab Al-Ahli,c_shabab_al_ahli_7bfa5689,Shabab Al-Ahli,unchanged,not_applicable,1,Iran:1,No normalization merge applied.
c_shamrock_rovers_2cdea59c,Shamrock Rovers,Shamrock Rovers,c_shamrock_rovers_2cdea59c,Shamrock Rovers,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_sharjah_dab7481c,Sharjah,Sharjah,c_sharjah_dab7481c,Sharjah,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.
c_sheffield_united_03747276,Sheffield United,Sheffield United,c_sheffield_united_03747276,Sheffield United,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_sigma_olomouc_9866567d,Sigma Olomouc,Sigma Olomouc,c_sigma_olomouc_9866567d,Sigma Olomouc,unchanged,not_applicable,1,Czechia:1,No normalization merge applied.
c_silkeborg_if_f15d8622,Silkeborg IF,Silkeborg IF,c_silkeborg_if_f15d8622,Silkeborg IF,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.
c_sint_truiden_eb30716d,Sint-Truiden,Sint-Truiden,c_sint_truiden_eb30716d,Sint-Truiden,unchanged,not_applicable,2,Japan:2,No normalization merge applied.
c_sjk_4111de11,SJK,SJK,c_sjk_4111de11,SJK,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_slaven_belupo_a67f2dfc,Slaven Belupo,Slaven Belupo,c_slaven_belupo_a67f2dfc,Slaven Belupo,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.
c_slavia_prague_6def6306,Slavia Prague,Slavia Prague,c_slavia_prague_6def6306,Slavia Prague,unchanged,not_applicable,10,Czechia:10,No normalization merge applied.
c_slovan_bratislava_8e855156,Slovan Bratislava,Slovan Bratislava,c_slovan_bratislava_8e855156,Slovan Bratislava,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_slovan_liberec_d17c3872,Slovan Liberec,Slovan Liberec,c_slovan_liberec_d17c3872,Slovan Liberec,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.
c_sochaux_ac407c94,Sochaux,Sochaux,c_sochaux_ac407c94,Sochaux,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.
c_southampton_1d40f1fa,Southampton,Southampton,c_southampton_1d40f1fa,Southampton,unchanged,not_applicable,2,Canada:1; Scotland:1,No normalization merge applied.
c_sparta_prague_8236520c,Sparta Prague,Sparta Prague,c_sparta_prague_8236520c,Sparta Prague,unchanged,not_applicable,3,Czechia:3,No normalization merge applied.
c_sparta_rotterdam_15c16fb0,Sparta Rotterdam,Sparta Rotterdam,c_sparta_rotterdam_15c16fb0,Sparta Rotterdam,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_spartak_moscow_24492656,Spartak Moscow,Spartak Moscow,c_spartak_moscow_24492656,Spartak Moscow,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.
c_sporting_cp_68d8c4d1,Sporting CP,Sporting CP,c_sporting_cp_68d8c4d1,Sporting CP,auto_merge_curated_alias,high,5,Uruguay:2; Ivory Coast:1; Belgium:1; Colombia:1,Collapsed source variant to canonical club 'Sporting CP'.
c_sporting_lisbon_1fe809e1,Sporting Lisbon,Sporting Lisbon,c_sporting_cp_68d8c4d1,Sporting CP,auto_merge_curated_alias,high,3,Portugal:3,Collapsed source variant to canonical club 'Sporting CP'.
c_st_gallen_c9354c56,St Gallen,St Gallen,c_st_gallen_c9354c56,St Gallen,unchanged,not_applicable,1,Ghana:1,No normalization merge applied.
c_st_patrick_s_athletic_b41b37bf,St Patrick's Athletic,St Patrick's Athletic,c_st_patrick_s_athletic_b41b37bf,St Patrick's Athletic,unchanged,not_applicable,1,Ghana:1,No normalization merge applied.
c_st_pauli_35932192,St Pauli,St Pauli,c_st_pauli_b81e5622,St. Pauli,auto_merge_curated_alias,high,1,Bosnia-Herzegovina:1,Collapsed source variant to canonical club 'St. Pauli'.
c_st_pauli_b81e5622,St. Pauli,St. Pauli,c_st_pauli_b81e5622,St. Pauli,auto_merge_curated_alias,high,3,Australia:2; Sweden:1,Collapsed source variant to canonical club 'St. Pauli'.
c_stade_nyonnaise_d6f19ad2,Stade Nyonnaise,Stade Nyonnaise,c_stade_nyonnaise_d6f19ad2,Stade Nyonnaise,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.
c_stade_rennais_c98241a9,Stade Rennais,Stade Rennais,c_stade_rennais_c98241a9,Stade Rennais,unchanged,not_applicable,1,Ghana:1,No normalization merge applied.
c_standard_liege_3e26b5d7,Standard Liege,Standard Liege,c_standard_liege_3e26b5d7,Standard Liege,unchanged,not_applicable,2,Iran:1; Congo DR:1,No normalization merge applied.
c_stoke_city_320b8e5a,Stoke City,Stoke City,c_stoke_city_320b8e5a,Stoke City,unchanged,not_applicable,2,South Korea:1; Sweden:1,No normalization merge applied.
c_strasbourg_ec14fe17,Strasbourg,Strasbourg,c_strasbourg_ec14fe17,Strasbourg,unchanged,not_applicable,6,Morocco:2; Paraguay:1; Ivory Coast:1; Belgium:1; Argentina:1,No normalization merge applied.
c_strmsgodset_8b9d1286,Strømsgodset,Strmsgodset,c_strmsgodset_8b9d1286,Strømsgodset,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.
c_stuttgart_3e7544cc,Stuttgart,Stuttgart,c_vfb_stuttgart_79e41bee,VfB Stuttgart,auto_merge_curated_alias,high,6,Germany:4; Switzerland:1; Morocco:1,Collapsed source variant to canonical club 'VfB Stuttgart'.
c_sunderland_4aa579a0,Sunderland,Sunderland,c_sunderland_4aa579a0,Sunderland,unchanged,not_applicable,9,Netherlands:2; Switzerland:1; Morocco:1; Haiti:1; Paraguay:1; Ecuador:1; Senegal:1; Congo DR:1,No normalization merge applied.
c_surkhon_b0fc6235,Surkhon,Surkhon,c_surkhon_b0fc6235,Surkhon,unchanged,not_applicable,1,Uzbekistan:1,No normalization merge applied.
c_swansea_city_40d4171f,Swansea City,Swansea City,c_swansea_city_40d4171f,Swansea City,unchanged,not_applicable,3,South Korea:1; Australia:1; New Zealand:1,No normalization merge applied.
c_sydney_fc_46493459,Sydney FC,Sydney FC,c_sydney_fc_46493459,Sydney FC,unchanged,not_applicable,1,Australia:1,No normalization merge applied.
c_talleres_44a8f91d,Talleres,Talleres,c_talleres_44a8f91d,Talleres,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.
c_telstar_e85327be,Telstar,Telstar,c_telstar_e85327be,Telstar,unchanged,not_applicable,2,Curacao:2,No normalization merge applied.
c_terengganu_3785b314,Terengganu,Terengganu,c_terengganu_3785b314,Terengganu,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.
c_tigres_0c053175,Tigres,Tigres,c_tigres_uanl_6d3f0914,Tigres UANL,auto_merge_curated_alias,high,1,Uruguay:1,Collapsed source variant to canonical club 'Tigres UANL'.
c_tigres_uanl_6d3f0914,Tigres UANL,Tigres UANL,c_tigres_uanl_6d3f0914,Tigres UANL,auto_merge_curated_alias,high,1,Canada:1,Collapsed source variant to canonical club 'Tigres UANL'.
c_tijuana_2510ee6e,Tijuana,Tijuana,c_club_tijuana_6e4baf66,Club Tijuana,auto_merge_curated_alias,high,1,Mexico:1,Collapsed source variant to canonical club 'Club Tijuana'.
c_toluca_a5d0edbb,Toluca,Toluca,c_toluca_a5d0edbb,Toluca,unchanged,not_applicable,2,Mexico:2,No normalization merge applied.
c_tondela_897c0be8,Tondela,Tondela,c_tondela_897c0be8,Tondela,unchanged,not_applicable,1,South Africa:1,No normalization merge applied.
c_torino_3891b778,Torino,Torino,c_torino_3891b778,Torino,unchanged,not_applicable,3,Scotland:1; Norway:1; Croatia:1,No normalization merge applied.
c_toronto_fc_801d96b3,Toronto FC,Toronto FC,c_toronto_fc_801d96b3,Toronto FC,unchanged,not_applicable,3,Canada:2; Haiti:1,No normalization merge applied.
c_torreense_d5f6f333,Torreense,Torreense,c_torreense_d5f6f333,Torreense,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.
c_tottehham_6d832957,Tottehham,Tottehham,c_tottehham_6d832957,Tottehham,unchanged,not_applicable,1,Austria:1,No normalization merge applied.
c_tottenham_a4c1f181,Tottenham,Tottenham,c_tottenham_hotspur_ef01ee61,Tottenham Hotspur,auto_merge_curated_alias,high,3,Netherlands:1; Sweden:1; Argentina:1,Collapsed source variant to canonical club 'Tottenham Hotspur'.
c_tottenham_hotspur_ef01ee61,Tottenham Hotspur,Tottenham Hotspur,c_tottenham_hotspur_ef01ee61,Tottenham Hotspur,auto_merge_curated_alias,high,4,Spain:1; Uruguay:1; Senegal:1; England:1,Collapsed source variant to canonical club 'Tottenham Hotspur'.
c_toulouse_68472eee,Toulouse,Toulouse,c_toulouse_68472eee,Toulouse,unchanged,not_applicable,1,United States:1,No normalization merge applied.
c_trabzonspor_15246eeb,Trabzonspor,Trabzonspor,c_trabzonspor_15246eeb,Trabzonspor,unchanged,not_applicable,2,Ivory Coast:1; Cape Verde:1,No normalization merge applied.
c_tractor_b739a166,Tractor,Tractor,c_tractor_b739a166,Tractor,unchanged,not_applicable,4,Iran:4,No normalization merge applied.
c_tsg_hoffenheim_7dd7fd83,TSG Hoffenheim,TSG Hoffenheim,c_tsg_hoffenheim_7dd7fd83,TSG Hoffenheim,auto_merge_curated_alias,high,5,Czechia:3; Türkiye:1; Austria:1,Collapsed source variant to canonical club 'TSG Hoffenheim'.
c_turan_tovuz_b1656aa6,Turan Tovuz,Turan Tovuz,c_turan_tovuz_b1656aa6,Turan Tovuz,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_udinese_e4d6ce7e,Udinese,Udinese,c_udinese_e4d6ce7e,Udinese,unchanged,not_applicable,1,Sweden:1,No normalization merge applied.
c_ulsan_hd_cd5a3dd8,Ulsan HD,Ulsan HD,c_ulsan_hd_cd5a3dd8,Ulsan HD,unchanged,not_applicable,2,South Korea:2,No normalization merge applied.
c_union_berlin_3b0a5205,Union Berlin,Union Berlin,c_union_berlin_3b0a5205,Union Berlin,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.
c_union_st_gilloise_575f870b,Union St-Gilloise,Union St-Gilloise,c_union_st_gilloise_b8dea71a,Union St.-Gilloise,auto_merge_curated_alias,high,1,Sweden:1,Collapsed source variant to canonical club 'Union St.-Gilloise'.
c_union_st_gilloise_b8dea71a,Union St.-Gilloise,Union St.-Gilloise,c_union_st_gilloise_b8dea71a,Union St.-Gilloise,auto_merge_curated_alias,high,1,Ecuador:1,Collapsed source variant to canonical club 'Union St.-Gilloise'.
c_universidad_catolica_f9dd891a,Universidad Católica,Universidad Catolica,c_universidad_catolica_f9dd891a,Universidad Católica,unchanged,not_applicable,2,Panama:2,No normalization merge applied.
c_universidad_de_concepcion_56e01dcd,Universidad de Concepción,Universidad de Concepcion,c_universidad_de_concepcion_56e01dcd,Universidad de Concepción,unchanged,not_applicable,1,Panama:1,No normalization merge applied.
c_universitatea_cluj_3ac82d3c,Universitatea Cluj,Universitatea Cluj,c_universitatea_cluj_3ac82d3c,Universitatea Cluj,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.
c_us_monastir_e0705e0c,US Monastir,US Monastir,c_us_monastir_e0705e0c,US Monastir,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.
c_usm_alger_1a6b6d83,USM Alger,USM Alger,c_usm_alger_1a6b6d83,USM Alger,unchanged,not_applicable,2,Algeria:2,No normalization merge applied.
c_valencia_b00a061d,Valencia,Valencia,c_valencia_b00a061d,Valencia,unchanged,not_applicable,1,Switzerland:1,No normalization merge applied.
c_vancouver_whitecaps_584ec8d5,Vancouver Whitecaps,Vancouver Whitecaps,c_vancouver_whitecaps_584ec8d5,Vancouver Whitecaps,unchanged,not_applicable,3,United States:1; Paraguay:1; Tunisia:1,No normalization merge applied.
c_vasco_da_gama_ebb987d1,Vasco da Gama,Vasco da Gama,c_vasco_da_gama_ebb987d1,Vasco da Gama,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_velez_sarsfield_1118a976,Vélez Sarsfield,Velez Sarsfield,c_velez_sarsfield_1118a976,Vélez Sarsfield,unchanged,not_applicable,1,Colombia:1,No normalization merge applied.
c_venezia_e31ee20d,Venezia,Venezia,c_venezia_e31ee20d,Venezia,unchanged,not_applicable,2,Ecuador:1; Austria:1,No normalization merge applied.
c_verona_28485fcd,Verona,Verona,c_verona_28485fcd,Verona,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.
c_vfb_stuttgart_79e41bee,VfB Stuttgart,VfB Stuttgart,c_vfb_stuttgart_79e41bee,VfB Stuttgart,auto_merge_curated_alias,high,2,Bosnia-Herzegovina:1; Ecuador:1,Collapsed source variant to canonical club 'VfB Stuttgart'.
c_vfl_wolfsburg_6bff9162,VfL Wolfsburg,VfL Wolfsburg,c_vfl_wolfsburg_6bff9162,VfL Wolfsburg,auto_merge_curated_alias,high,3,Japan:1; Algeria:1; Ghana:1,Collapsed source variant to canonical club 'VfL Wolfsburg'.
c_viking_26af2e99,Viking,Viking,c_viking_fk_ff9c46f0,Viking FK,auto_merge_curated_alias,high,1,Norway:1,Collapsed source variant to canonical club 'Viking FK'.
c_viking_fk_ff9c46f0,Viking FK,Viking FK,c_viking_fk_ff9c46f0,Viking FK,auto_merge_curated_alias,high,1,New Zealand:1,Collapsed source variant to canonical club 'Viking FK'.
c_viktoria_plzen_c3cb1557,Viktoria Plzen,Viktoria Plzen,c_viktoria_plzen_c3cb1557,Viktoria Plzen,unchanged,not_applicable,8,Czechia:4; Bosnia-Herzegovina:1; Iraq:1; Austria:1; Ghana:1,No normalization merge applied.
c_villarreal_edfbe376,Villarreal,Villarreal,c_villarreal_edfbe376,Villarreal,unchanged,not_applicable,8,Canada:2; United States:1; Ivory Coast:1; Cape Verde:1; Senegal:1; Portugal:1; Ghana:1,No normalization merge applied.
