city_key,country,city,preferred_city_query,review_status,review_priority,source_row_count,club_names,stadiums,primary_stadium_context_query,primary_club_context_query,trusted_stadium_hint_coord_count,existing_club_coord_centroid_lat,existing_club_coord_centroid_lon,existing_coordinate_basis_values,existing_coordinate_source_urls,data_quality_flags,review_notes
england__london__a0c2be3a,England,London,"London, England",ready_for_geocoding_with_local_hints,medium,7,Arsenal F.C. | Charlton Athletic F.C. | Chelsea F.C. | Crystal Palace F.C. | Fulham F.C. | Millwall F.C. | West Ham United F.C.,Craven Cottage | Emirates Stadium | London Stadium | Selhurst Park | Stamford Bridge | The Den | The Valley,"Craven Cottage, London, England","Arsenal F.C., London, England",7,51.48884759,-0.09117951,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1066373 | https://www.wikidata.org/wiki/Q163995 | https://www.wikidata.org/wiki/Q171458 | https://www.wikidata.org/wiki/Q172190 | https://www.wikidata.org/wiki/Q318043 | https://www.wikidata.org/wiki/Q908481 | https://www.wikidata.org/wiki/Q958319,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
qatar__doha__d0c76c19,Qatar,Doha,"Doha, Qatar",ready_for_geocoding_with_local_hints,medium,6,Al Duhail | Al Gharafa | Al Sadd SC | Al-Arabi SC (Qatar) | Al-Sailiya SC | Qatar SC,Grand Hamad Stadium | Hamad bin Khalifa Stadium | Jassim Bin Hamad Stadium | Lekhwiya Sports Stadium | Suheim bin Hamad Stadium | Thani bin Jassim Stadium,"Grand Hamad Stadium, Doha, Qatar","Al Duhail, Doha, Qatar",5,25.31213440,51.48539100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1073161 | https://www.wikidata.org/wiki/Q1151332 | https://www.wikidata.org/wiki/Q3271676 | https://www.wikidata.org/wiki/Q428177 | https://www.wikidata.org/wiki/Q6181753,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__buenos-aires__c0c3273b,Argentina,Buenos Aires,"Buenos Aires, Argentina",ready_for_geocoding_with_local_hints,medium,5,Boca Juniors | Club Atlético Huracán | Club Atlético River Plate | San Lorenzo de Almagro | Vélez Sarsfield,Estadio Monumental | Estadio Pedro Bidegain | Estadio Tomás Adolfo Ducó | José Amalfitani Stadium | La Bombonera,"Estadio Monumental, Buenos Aires, Argentina","Boca Juniors, Buenos Aires, Argentina",3,-34.60340278,-58.44333885,wikidata_club_coordinate_P625_review_needed | wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1196603 | https://www.wikidata.org/wiki/Q16604121 | https://www.wikidata.org/wiki/Q2481355 | https://www.wikidata.org/wiki/Q276354,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__rio-de-janeiro__461176f5,Brazil,Rio de Janeiro,"Rio de Janeiro, Brazil",ready_for_geocoding_with_local_hints,medium,4,Botafogo FR | CR Flamengo | CR Vasco da Gama | Fluminense FC,Estádio Olímpico Nilton Santos | Maracanã Stadium | São Januário,"Estádio Olímpico Nilton Santos, Rio de Janeiro, Brazil","Botafogo FR, Rio de Janeiro, Brazil",4,-22.90210550,-43.24521239,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q155174 | https://www.wikidata.org/wiki/Q17489 | https://www.wikidata.org/wiki/Q721419,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
saudi-arabia__riyadh__e7a5cde7,Saudi Arabia,Riyadh,"Riyadh, Saudi Arabia",ready_for_geocoding_with_local_hints,medium,4,Al Hilal SFC | Al Shabab Club | Al-Nassr FC | Al-Riyadh SC,Al-Shabab Club Stadium | King Saud University Stadium | Kingdom Arena | Prince Turki bin Abdul Aziz Stadium,"Al-Shabab Club Stadium, Riyadh, Saudi Arabia","Al Hilal SFC, Riyadh, Saudi Arabia",4,24.44595639,49.55752561,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q20421103 | https://www.wikidata.org/wiki/Q3272395 | https://www.wikidata.org/wiki/Q763077 | https://www.wikidata.org/wiki/Q85794527,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
cyprus__kolossi__faffbad3,Cyprus,Kolossi,"Kolossi, Cyprus",ready_for_geocoding_with_local_hints,medium,3,AEL Limassol | Apollon Limassol FC | Aris Limassol FC,Alphamega Stadium,"Alphamega Stadium, Kolossi, Cyprus","AEL Limassol, Kolossi, Cyprus",3,34.69319400,32.93927800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q60417957,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
egypt__cairo__f51a7213,Egypt,Cairo,"Cairo, Egypt",ready_for_geocoding_with_local_hints,medium,3,Al Ahly SC | Pyramids FC | Zamalek SC,30 June Stadium | Cairo International Stadium,"30 June Stadium, Cairo, Egypt","Al Ahly SC, Cairo, Egypt",3,30.08783700,31.37367767,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q158985 | https://www.wikidata.org/wiki/Q430815 | https://www.wikidata.org/wiki/Q4634507,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iraq__baghdad__3a5c37cd,Iraq,Baghdad,"Baghdad, Iraq",ready_for_geocoding_with_local_hints,medium,3,Al-Quwa Al-Jawiya | Al-Talaba | Al-Zawraa,Al Talaba Stadium | Al-Shaab Stadium | Al-Zawraa Stadium,"Al Talaba Stadium, Baghdad, Iraq","Al-Quwa Al-Jawiya, Baghdad, Iraq",3,33.35854767,44.39995033,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2117452 | https://www.wikidata.org/wiki/Q2649596 | https://www.wikidata.org/wiki/Q4119771,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
portugal__lisbon__1241cb97,Portugal,Lisbon,"Lisbon, Portugal",ready_for_geocoding_with_local_hints,medium,3,Casa Pia A.C. | S.L. Benfica | Sporting CP,Estádio José Alvalade | Estádio Pina Manique | Estádio da Luz,"Estádio José Alvalade, Lisbon, Portugal","Casa Pia A.C., Lisbon, Portugal",2,38.75779774,-9.17166976,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3059094 | https://www.wikidata.org/wiki/Q7875112,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
russia__moscow__d2e4137f,Russia,Moscow,"Moscow, Russia",ready_for_geocoding_with_local_hints,medium,3,FC Dynamo Moscow | FC Lokomotiv Moscow | FC Spartak Moscow,Lukoil Arena | RZD Arena | VTB Arena,"Lukoil Arena, Moscow, Russia","FC Dynamo Moscow, Moscow, Russia",2,55.81067500,37.59073450,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1190634 | https://www.wikidata.org/wiki/Q595937,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
spain__madrid__5681c685,Spain,Madrid,"Madrid, Spain",ready_for_geocoding_with_local_hints,medium,3,Atlético Madrid | Rayo Vallecano | Real Madrid,Bernabéu | Metropolitano Stadium | Vallecas Stadium,"Bernabéu, Madrid, Spain","Atlético Madrid, Madrid, Spain",3,40.42703833,-3.64891833,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369687 | https://www.wikidata.org/wiki/Q164027 | https://www.wikidata.org/wiki/Q983806,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
australia__melbourne__9da5b18f,Australia,Melbourne,"Melbourne, Australia",ready_for_geocoding_with_local_hints,medium,2,Melbourne City FC | Melbourne Victory FC,Melbourne Rectangular Stadium,"Melbourne Rectangular Stadium, Melbourne, Australia","Melbourne City FC, Melbourne, Australia",2,-37.83277789,144.97444450,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1381223 | https://www.wikidata.org/wiki/Q14935190,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__bruges__a0f80d78,Belgium,Bruges,"Bruges, Belgium",ready_for_geocoding_with_local_hints,medium,2,Cercle Brugge KSV | Club Brugge KV,Jan Breydel Stadium,"Jan Breydel Stadium, Bruges, Belgium","Cercle Brugge KSV, Bruges, Belgium",2,51.19326900,3.18131100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1070150,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
belgium__genk__27fe367c,Belgium,Genk,"Genk, Belgium",ready_for_geocoding_with_local_hints,medium,2,KRC Genk | Racing Genk,Cegeka Arena,"Cegeka Arena, Genk, Belgium","KRC Genk, Genk, Belgium",1,51.00500000,5.53333300,wikidata_club_coordinate_P625_review_needed | wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q189692 | https://www.wikidata.org/wiki/Q925654,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__porto-alegre__1598d89e,Brazil,Porto Alegre,"Porto Alegre, Brazil",ready_for_geocoding_with_local_hints,medium,2,Grêmio FBPA | SC Internacional,Arena do Grêmio | Estádio Beira-Rio,"Arena do Grêmio, Porto Alegre, Brazil","Grêmio FBPA, Porto Alegre, Brazil",2,-30.01952900,-51.21524450,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1050224 | https://www.wikidata.org/wiki/Q655753,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
brazil__sao-paulo__030406e0,Brazil,São Paulo,"São Paulo, Brazil",ready_for_geocoding_with_local_hints,medium,2,SC Corinthians Paulista | SE Palmeiras,Arena Corinthians | Nubank Parque,"Arena Corinthians, São Paulo, Brazil","SC Corinthians Paulista, São Paulo, Brazil",2,-23.53655578,-46.57620850,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1362236 | https://www.wikidata.org/wiki/Q4788902,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
croatia__maksimir__c03d5bcd,Croatia,Maksimir,"Maksimir, Croatia",ready_for_geocoding_with_local_hints,medium,2,Dinamo Zagreb | Lokomotiva Zagreb,Stadion Maksimir,"Stadion Maksimir, Maksimir, Croatia","Dinamo Zagreb, Maksimir, Croatia",2,45.81885833,16.01807778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q723603,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
czech-republic__prague__dc3d7ea0,Czech Republic,Prague,"Prague, Czech Republic",ready_for_geocoding_with_local_hints,medium,2,AC Sparta Prague | Slavia Prague,Fortuna Arena | Stadion Letná,"Fortuna Arena, Prague, Czech Republic","AC Sparta Prague, Prague, Czech Republic",2,50.08360800,14.44381100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q60103 | https://www.wikidata.org/wiki/Q64858,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
denmark__farum__0840ef46,Denmark,Farum,"Farum, Denmark",ready_for_geocoding_with_local_hints,medium,2,FC Nordsjaelland | FC Nordsjælland,Right to Dream Park,"Right to Dream Park, Farum, Denmark","FC Nordsjaelland, Farum, Denmark",2,55.81584700,12.35328900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1397226,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__birmingham__8040049d,England,Birmingham,"Birmingham, England",ready_for_geocoding_with_local_hints,medium,2,Aston Villa F.C. | Birmingham City F.C.,St Andrew's | Villa Park,"St Andrew's, Birmingham, England","Aston Villa F.C., Birmingham, England",2,52.49243472,-1.87645555,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q175339 | https://www.wikidata.org/wiki/Q819179,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
england__liverpool__99112030,England,Liverpool,"Liverpool, England",ready_for_geocoding_with_local_hints,medium,2,Everton F.C. | Liverpool F.C.,Anfield | Hill Dickinson Stadium,"Anfield, Liverpool, England","Everton F.C., Liverpool, England",2,53.42795612,-2.98180922,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q29347805 | https://www.wikidata.org/wiki/Q45671,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__paris__24e72152,France,Paris,"Paris, France",ready_for_geocoding_with_local_hints,medium,2,Paris FC | Paris Saint-Germain FC,Parc des Princes | Stade Jean-Bouin (Paris),"Parc des Princes, Paris, France","Paris FC, Paris, France",2,48.82930500,2.29908000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q193431 | https://www.wikidata.org/wiki/Q541391,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
france__rennes__b67c4912,France,Rennes,"Rennes, France",ready_for_geocoding_with_local_hints,medium,2,Rennes | Stade Rennais,Roazhon Park,"Roazhon Park, Rennes, France","Rennes, Rennes, France",2,48.10743000,-1.71282000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1121760,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
greece__athens__065bc95a,Greece,Athens,"Athens, Greece",ready_for_geocoding_with_local_hints,medium,2,A.E. Kifisia F.C. | Panathinaikos F.C.,Leoforos Alexandras Stadium | Olympic Stadium (Athens),"Leoforos Alexandras Stadium, Athens, Greece","A.E. Kifisia F.C., Athens, Greece",1,37.98716944,23.75419444,wikidata_club_coordinate_P625_review_needed | wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q620473 | https://www.wikidata.org/wiki/Q769709,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
iran__tehran__dbef9c9d,Iran,Tehran,"Tehran, Iran",ready_for_geocoding_with_local_hints,medium,2,Esteghlal F.C. | Persepolis,Azadi Stadium,"Azadi Stadium, Tehran, Iran","Esteghlal F.C., Tehran, Iran",2,35.72441700,51.27552800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q653535,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__genoa__7ed42ab8,Italy,Genoa,"Genoa, Italy",ready_for_geocoding_with_local_hints,medium,2,Genoa | Sampdoria,Stadio Luigi Ferraris,"Stadio Luigi Ferraris, Genoa, Italy","Genoa, Genoa, Italy",2,44.41643100,8.95242800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q271568,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__milan__c8407de8,Italy,Milan,"Milan, Italy",ready_for_geocoding_with_local_hints,medium,2,AC Milan | Inter Milan,Giuseppe Meazza Stadium,"Giuseppe Meazza Stadium, Milan, Italy","AC Milan, Milan, Italy",2,45.47805556,9.12388889,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q133566,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
italy__turin__480c693b,Italy,Turin,"Turin, Italy",ready_for_geocoding_with_local_hints,medium,2,Juventus FC | Torino,Juventus Stadium | Stadio Olimpico Grande Torino,"Juventus Stadium, Turin, Italy","Juventus FC, Turin, Italy",2,45.07563050,7.64562350,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q214629 | https://www.wikidata.org/wiki/Q62149,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
jordan__amman__870dc7a5,Jordan,Amman,"Amman, Jordan",ready_for_geocoding_with_local_hints,medium,2,Al-Faisaly SC | Al-Wehdat SC,Amman International Stadium | King Abdullah II Stadium,"Amman International Stadium, Amman, Jordan","Al-Faisaly SC, Amman, Jordan",2,28.90721438,40.66053867,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3269933 | https://www.wikidata.org/wiki/Q7244241,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
netherlands__rotterdam__aef1773f,Netherlands,Rotterdam,"Rotterdam, Netherlands",ready_for_geocoding_with_local_hints,medium,2,Feyenoord | Sparta Rotterdam,De Kuip | Sparta Stadion Het Kasteel,"De Kuip, Rotterdam, Netherlands","Feyenoord, Rotterdam, Netherlands",2,51.90666922,4.47829289,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q330298 | https://www.wikidata.org/wiki/Q668094,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
paraguay__asuncion__1d501407,Paraguay,Asunción,"Asunción, Paraguay",ready_for_geocoding_with_local_hints,medium,2,Club Cerro Porteño | Club Olimpia,Estadio General Pablo Rojas | Estadio Osvaldo Domínguez Dibb,"Estadio General Pablo Rojas, Asunción, Paraguay","Club Cerro Porteño, Asunción, Paraguay",2,-30.08106806,-56.91956945,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369223 | https://www.wikidata.org/wiki/Q45117,multiple_clubs_same_city_country | multiple_stadium_contexts | trusted_local_hints_have_large_spread,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
saudi-arabia__jeddah__ef192a1c,Saudi Arabia,Jeddah,"Jeddah, Saudi Arabia",ready_for_geocoding_with_local_hints,medium,2,Al-Ahli Saudi FC | Al-Ittihad Club,King Abdullah Sports City | King Abdullah Sports City Stadium,"King Abdullah Sports City, Jeddah, Saudi Arabia","Al-Ahli Saudi FC, Jeddah, Saudi Arabia",2,21.76262700,39.16509600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q6411211,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
scotland__edinburgh__3400bd0f,Scotland,Edinburgh,"Edinburgh, Scotland",ready_for_geocoding_with_local_hints,medium,2,Heart of Midlothian F.C. | Hibernian F.C.,Easter Road | Tynecastle Park,"Easter Road, Edinburgh, Scotland","Heart of Midlothian F.C., Edinburgh, Scotland",2,55.95036111,-3.19900000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1278116 | https://www.wikidata.org/wiki/Q1326446,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
scotland__glasgow__4d9f298b,Scotland,Glasgow,"Glasgow, Scotland",ready_for_geocoding_with_local_hints,medium,2,Celtic F.C. | Rangers F.C.,Celtic Park | Ibrox Stadium,"Celtic Park, Glasgow, Scotland","Celtic F.C., Glasgow, Scotland",2,55.85147778,-4.25523333,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q208709 | https://www.wikidata.org/wiki/Q22097642,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
spain__seville__c64708a7,Spain,Seville,"Seville, Spain",ready_for_geocoding_with_local_hints,medium,2,Real Betis | Sevilla FC,Estadio de La Cartuja | Ramón Sánchez-Pizjuán Stadium,"Estadio de La Cartuja, Seville, Spain","Real Betis, Seville, Spain",2,37.37014050,-5.97603900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q126844 | https://www.wikidata.org/wiki/Q275429,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
spain__valencia__f4b67044,Spain,Valencia,"Valencia, Spain",ready_for_geocoding_with_local_hints,medium,2,Levante UD | Valencia CF,Estadi Ciutat de València | Mestalla Stadium,"Estadi Ciutat de València, Valencia, Spain","Levante UD, Valencia, Spain",2,39.48472200,-0.36125000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1122715 | https://www.wikidata.org/wiki/Q202762,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
tunisia__rades__3c5626c2,Tunisia,Radès,"Radès, Tunisia",ready_for_geocoding_with_local_hints,medium,2,Club Africain | Espérance de Tunis,Hammadi Agrebi Stadium,"Hammadi Agrebi Stadium, Radès, Tunisia","Club Africain, Radès, Tunisia",2,36.74777778,10.27277778,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1848770,multiple_clubs_same_city_country,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-arab-emirates__abu-dhabi__2f0f3c6b,United Arab Emirates,Abu Dhabi,"Abu Dhabi, United Arab Emirates",ready_for_geocoding_with_local_hints,medium,2,Al Jazira | Baniyas,Baniyas Stadium | Mohammed Bin Zayed Stadium,"Baniyas Stadium, Abu Dhabi, United Arab Emirates","Al Jazira, Abu Dhabi, United Arab Emirates",2,24.40131200,54.53886450,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q283849 | https://www.wikidata.org/wiki/Q4116974,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-arab-emirates__dubai__454503b5,United Arab Emirates,Dubai,"Dubai, United Arab Emirates",ready_for_geocoding_with_local_hints,medium,2,Al-Nasr SC (Dubai) | Shabab Al Ahli Club,Al-Maktoum Stadium | Rashid Stadium,"Al-Maktoum Stadium, Dubai, United Arab Emirates","Al-Nasr SC (Dubai), Dubai, United Arab Emirates",2,25.25982778,55.33683056,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2525218 | https://www.wikidata.org/wiki/Q3119433,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
united-states__miami__a0eca83d,United States,Miami,"Miami, United States",ready_for_geocoding_with_local_hints,medium,2,Inter Miami | Miami FC,Nu Stadium | Pitbull Stadium,"Nu Stadium, Miami, United States","Inter Miami, Miami, United States",2,25.97277778,-80.26944456,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1388701 | https://www.wikidata.org/wiki/Q65240568,multiple_clubs_same_city_country | multiple_stadium_contexts,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
algeria__bologhine__2a06eae9,Algeria,Bologhine,"Bologhine, Algeria",ready_for_geocoding_with_local_hints,medium,1,USM Alger,Omar Hamadi Stadium,"Omar Hamadi Stadium, Bologhine, Algeria","USM Alger, Bologhine, Algeria",1,36.80105500,3.04811100,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2023039,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
algeria__tizi-ouzou__c56f377f,Algeria,Tizi Ouzou,"Tizi Ouzou, Algeria",ready_for_geocoding_with_local_hints,medium,1,JS Kabylie,Hocine-Ait Ahmed Stadium,"Hocine-Ait Ahmed Stadium, Tizi Ouzou, Algeria","JS Kabylie, Tizi Ouzou, Algeria",1,36.72889400,4.01403900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q3495484,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__avellaneda__53933d27,Argentina,Avellaneda,"Avellaneda, Argentina",ready_for_geocoding_with_local_hints,medium,1,Club Atlético Independiente,Estadio Libertadores de América,"Estadio Libertadores de América, Avellaneda, Argentina","Club Atlético Independiente, Avellaneda, Argentina",1,-34.67026700,-58.37096900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1192458,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__cordoba__87aaafb6,Argentina,Córdoba,"Córdoba, Argentina",ready_for_geocoding_with_local_hints,medium,1,Talleres,Estadio La Boutique,"Estadio La Boutique, Córdoba, Argentina","Talleres, Córdoba, Argentina",1,-31.44916700,-64.17527800,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q1369082,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__la-plata__278b9175,Argentina,La Plata,"La Plata, Argentina",ready_for_geocoding_with_local_hints,medium,1,Club Estudiantes de La Plata,Estadio Jorge Luis Hirschi,"Estadio Jorge Luis Hirschi, La Plata, Argentina","Club Estudiantes de La Plata, La Plata, Argentina",1,-34.91200000,-57.93890000,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q678824,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__lanus__b56894e3,Argentina,Lanús,"Lanús, Argentina",ready_for_geocoding_with_local_hints,medium,1,Club Atlético Lanús,Estadio Ciudad de Lanús Néstor Díaz Pérez,"Estadio Ciudad de Lanús Néstor Díaz Pérez, Lanús, Argentina","Club Atlético Lanús, Lanús, Argentina",1,-34.71766700,-58.38380600,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q533015,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__mendoza__eb872bb5,Argentina,Mendoza,"Mendoza, Argentina",ready_for_geocoding_with_local_hints,medium,1,Independiente Rivadavia,Estadio Bautista Gargantini,"Estadio Bautista Gargantini, Mendoza, Argentina","Independiente Rivadavia, Mendoza, Argentina",1,-32.89078600,-68.86277700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q5400104,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
argentina__rosario__cf0fb038,Argentina,Rosario,"Rosario, Argentina",ready_for_geocoding_with_local_hints,medium,1,Rosario Central,Estadio Gigante de Arroyito,"Estadio Gigante de Arroyito, Rosario, Argentina","Rosario Central, Rosario, Argentina",1,-32.91399700,-60.67456700,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q713597,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
armenia__yerevan__cc3107b7,Armenia,Yerevan,"Yerevan, Armenia",ready_for_geocoding_with_local_hints,medium,1,FC Noah,Mika Stadium,"Mika Stadium, Yerevan, Armenia","FC Noah, Yerevan, Armenia",1,40.14937300,44.47644900,wikidata_home_venue_P115_to_stadium_P625,https://www.wikidata.org/wiki/Q2499412,,Trusted stadium-based coordinates are available as local hints only; confirm true city coordinates from a city-level source.
