raw_club_id,raw_club_name,raw_club_name_ascii,canonical_club_id,canonical_club_name,alias_rule,merge_confidence,player_count_for_raw_club_id,teams_using_raw_club_id,normalization_notes,final_player_count_for_canonical_club_id,final_teams_using_canonical_club_id
c_dinamo_zagreb_d86806ac,Dinamo Zagreb,Dinamo Zagreb,c_dinamo_zagreb_d86806ac,Dinamo Zagreb,unchanged,not_applicable,2,Scotland:1; Croatia:1,No normalization merge applied.,2,Croatia:1; Scotland:1
c_dynamo_makhachkala_9cc503d9,Dynamo Makhachkala,Dynamo Makhachkala,c_dynamo_makhachkala_9cc503d9,Dynamo Makhachkala,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.,1,Tunisia:1
c_dynamo_moscow_28a6f575,Dynamo Moscow,Dynamo Moscow,c_dynamo_moscow_28a6f575,Dynamo Moscow,auto_merge_curated_alias,high,1,Paraguay:1,Collapsed source variant to canonical club 'Dynamo Moscow'.,2,Mexico:1; Paraguay:1
c_eintracht_braunschweig_c967ead8,Eintracht Braunschweig,Eintracht Braunschweig,c_eintracht_braunschweig_c967ead8,Eintracht Braunschweig,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.,1,Iraq:1
c_eintracht_frankfurt_52e79065,Eintracht Frankfurt,Eintracht Frankfurt,c_eintracht_frankfurt_52e79065,Eintracht Frankfurt,unchanged,not_applicable,8,Switzerland:1; Morocco:1; Türkiye:1; Germany:1; Japan:1; Tunisia:1; Belgium:1; Algeria:1,No normalization merge applied.,8,Algeria:1; Belgium:1; Germany:1; Japan:1; Morocco:1; Switzerland:1; Tunisia:1; Türkiye:1
c_el_gouna_d2a63f6b,El Gouna,El Gouna,c_el_gouna_d2a63f6b,El Gouna,unchanged,not_applicable,1,Egypt:1,No normalization merge applied.,1,Egypt:1
c_el_paso_locomotive_18790af8,El Paso Locomotive,El Paso Locomotive,c_el_paso_locomotive_18790af8,El Paso Locomotive,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.,1,Haiti:1
c_elche_e757517b,Elche,Elche,c_elche_e757517b,Elche,unchanged,not_applicable,1,Austria:1,No normalization merge applied.,1,Austria:1
c_elfsborg_d22fb04b,Elfsborg,Elfsborg,c_elfsborg_d22fb04b,Elfsborg,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.,1,Iraq:1
c_espanyol_b65db3d8,Espanyol,Espanyol,c_espanyol_b65db3d8,Espanyol,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.,1,Congo DR:1
c_esperance_e3a8f140,Esperance,Esperance,c_esperance_de_tunis_bd3a1ae1,Espérance de Tunis,auto_merge_curated_alias,high,1,Algeria:1,Collapsed source variant to canonical club 'Espérance de Tunis'.,2,Algeria:1; Tunisia:1
c_esperance_de_tunis_bd3a1ae1,Espérance de Tunis,Esperance de Tunis,c_esperance_de_tunis_bd3a1ae1,Espérance de Tunis,auto_merge_curated_alias,high,1,Tunisia:1,Collapsed source variant to canonical club 'Espérance de Tunis'.,2,Algeria:1; Tunisia:1
c_esteghlal_e23c4940,Esteghlal,Esteghlal,c_esteghlal_e23c4940,Esteghlal,unchanged,not_applicable,6,Iran:3; Uzbekistan:2; Haiti:1,No normalization merge applied.,6,Haiti:1; Iran:3; Uzbekistan:2
c_estrela_amadora_ff8429b2,Estrela Amadora,Estrela Amadora,c_estrela_amadora_ff8429b2,Estrela Amadora,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_estudiantes_de_la_plata_9139330d,Estudiantes de La Plata,Estudiantes de La Plata,c_estudiantes_de_la_plata_9139330d,Estudiantes de La Plata,unchanged,not_applicable,1,Uruguay:1,No normalization merge applied.,1,Uruguay:1
c_etoile_du_sahel_57c67bcf,Étoile du Sahel,Etoile du Sahel,c_etoile_du_sahel_57c67bcf,Étoile du Sahel,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.,1,Tunisia:1
c_everton_fd9ce394,Everton,Everton,c_everton_fd9ce394,Everton,unchanged,not_applicable,4,Senegal:2; Scotland:1; England:1,No normalization merge applied.,4,England:1; Scotland:1; Senegal:2
c_farense_d90822fe,Farense,Farense,c_farense_d90822fe,Farense,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_fc_augsburg_ae582369,FC Augsburg,FC Augsburg,c_fc_augsburg_ae582369,FC Augsburg,auto_merge_curated_alias,high,1,Austria:1,Collapsed source variant to canonical club 'FC Augsburg'.,4,Austria:1; Croatia:1; Switzerland:1; Tunisia:1
c_fc_cincinnati_d3ccf1dd,FC Cincinnati,FC Cincinnati,c_fc_cincinnati_d3ccf1dd,FC Cincinnati,unchanged,not_applicable,1,United States:1,No normalization merge applied.,1,United States:1
c_fc_dallas_00dc1812,FC Dallas,FC Dallas,c_fc_dallas_00dc1812,FC Dallas,unchanged,not_applicable,2,Haiti:1; Croatia:1,No normalization merge applied.,2,Croatia:1; Haiti:1
c_fc_midtjylland_2f4e39b9,FC Midtjylland,FC Midtjylland,c_fc_midtjylland_2f4e39b9,FC Midtjylland,auto_merge_curated_alias,high,1,Ecuador:1,Collapsed source variant to canonical club 'FC Midtjylland'.,4,Croatia:1; Ecuador:1; South Korea:2
c_fc_noah_5f5fceba,FC Noah,FC Noah,c_fc_noah_5f5fceba,FC Noah,unchanged,not_applicable,1,Congo DR:1,No normalization merge applied.,1,Congo DR:1
c_fc_nordsjlland_ae9978cb,FC Nordsjælland,FC Nordsjlland,c_fc_nordsjlland_ae9978cb,FC Nordsjælland,unchanged,not_applicable,1,Ghana:1,No normalization merge applied.,1,Ghana:1
c_fc_seoul_8e133359,FC Seoul,FC Seoul,c_fc_seoul_8e133359,FC Seoul,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.,1,Jordan:1
c_fc_tatran_presov_05bcf723,FC Tatran Prešov,FC Tatran Presov,c_fc_tatran_presov_05bcf723,FC Tatran Prešov,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.,1,Haiti:1
c_fc_tokyo_9926cea2,FC Tokyo,FC Tokyo,c_fc_tokyo_9926cea2,FC Tokyo,unchanged,not_applicable,2,South Korea:1; Japan:1,No normalization merge applied.,2,Japan:1; South Korea:1
c_fc_twente_dfc20881,FC Twente,FC Twente,c_fc_twente_dfc20881,FC Twente,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_fc_utrecht_8e99a4a6,FC Utrecht,FC Utrecht,c_fc_utrecht_8e99a4a6,FC Utrecht,unchanged,not_applicable,1,Iraq:1,No normalization merge applied.,1,Iraq:1
c_fcsb_dbba85ac,FCSB,FCSB,c_fcsb_dbba85ac,FCSB,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_fcv_dender_decd464d,FCV Dender,FCV Dender,c_fcv_dender_decd464d,FCV Dender,auto_merge_curated_alias,high,1,Canada:1,Collapsed source variant to canonical club 'FCV Dender'.,2,Canada:1; Iran:1
c_fenerbahce_58b3ec74,Fenerbahce,Fenerbahce,c_fenerbahce_58b3ec74,Fenerbahce,unchanged,not_applicable,10,Türkiye:6; Mexico:1; Brazil:1; France:1; Portugal:1,No normalization merge applied.,10,Brazil:1; France:1; Mexico:1; Portugal:1; Türkiye:6
c_ferencvaros_b07d0cdc,Ferencváros,Ferencvaros,c_ferencvaros_b07d0cdc,Ferencváros,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.,1,Haiti:1
c_feyenoord_c7797bfb,Feyenoord,Feyenoord,c_feyenoord_c7797bfb,Feyenoord,auto_merge_curated_alias,high,4,Japan:2; South Korea:1; Algeria:1,Collapsed source variant to canonical club 'Feyenoord'.,5,Algeria:1; Australia:1; Japan:2; South Korea:1
c_feyenoord_rotterdam_84f24d24,Feyenoord Rotterdam,Feyenoord Rotterdam,c_feyenoord_c7797bfb,Feyenoord,auto_merge_curated_alias,high,1,Australia:1,Collapsed source variant to canonical club 'Feyenoord'.,5,Algeria:1; Australia:1; Japan:2; South Korea:1
c_fiorentina_69ff41f4,Fiorentina,Fiorentina,c_fiorentina_69ff41f4,Fiorentina,unchanged,not_applicable,1,Croatia:1,No normalization merge applied.,1,Croatia:1
c_flamengo_503b2587,Flamengo,Flamengo,c_flamengo_503b2587,Flamengo,unchanged,not_applicable,9,Brazil:4; Uruguay:3; Ecuador:1; Colombia:1,No normalization merge applied.,9,Brazil:4; Colombia:1; Ecuador:1; Uruguay:3
c_fluminense_86723454,Fluminense,Fluminense,c_fluminense_86723454,Fluminense,unchanged,not_applicable,1,Uruguay:1,No normalization merge applied.,1,Uruguay:1
c_foolad_1a4bede8,Foolad,Foolad,c_foolad_1a4bede8,Foolad,unchanged,not_applicable,2,Iran:2,No normalization merge applied.,2,Iran:2
c_fortuna_dusseldorf_78ca4c52,Fortuna Dusseldorf,Fortuna Dusseldorf,c_fortuna_dusseldorf_78ca4c52,Fortuna Dusseldorf,unchanged,not_applicable,1,Switzerland:1,No normalization merge applied.,1,Switzerland:1
c_freiburg_185994b9,Freiburg,Freiburg,c_sc_freiburg_9f1ecdb8,SC Freiburg,auto_merge_curated_alias,high,3,Switzerland:1; Japan:1; Croatia:1,Collapsed source variant to canonical club 'SC Freiburg'.,4,Austria:1; Croatia:1; Japan:1; Switzerland:1
c_frosinone_ffb745d6,Frosinone,Frosinone,c_frosinone_ffb745d6,Frosinone,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_fulham_385c468e,Fulham,Fulham,c_fulham_385c468e,Fulham,unchanged,not_applicable,6,Norway:2; Mexico:1; Morocco:1; United States:1; Belgium:1,No normalization merge applied.,6,Belgium:1; Mexico:1; Morocco:1; Norway:2; United States:1
c_galatasaray_8f5e15dc,Galatasaray,Galatasaray,c_galatasaray_8f5e15dc,Galatasaray,unchanged,not_applicable,11,Türkiye:6; Germany:1; Ivory Coast:1; Netherlands:1; Senegal:1; Colombia:1,No normalization merge applied.,11,Colombia:1; Germany:1; Ivory Coast:1; Netherlands:1; Senegal:1; Türkiye:6
c_gangwon_fc_a8495ff5,Gangwon FC,Gangwon FC,c_gangwon_fc_a8495ff5,Gangwon FC,unchanged,not_applicable,1,South Korea:1,No normalization merge applied.,1,South Korea:1
c_gaziantep_36de22a4,Gaziantep,Gaziantep,c_gaziantep_36de22a4,Gaziantep,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.,1,Bosnia-Herzegovina:1
c_genclerbirligi_22e3fae3,Gençlerbirliği,Genclerbirligi,c_genclerbirligi_22e3fae3,Gençlerbirliği,unchanged,not_applicable,1,Portugal:1,No normalization merge applied.,1,Portugal:1
c_genk_8993c379,Genk,Genk,c_genk_8993c379,Genk,unchanged,not_applicable,2,Japan:1; Congo DR:1,No normalization merge applied.,2,Congo DR:1; Japan:1
c_genoa_8456931a,Genoa,Genoa,c_genoa_8456931a,Genoa,unchanged,not_applicable,2,Mexico:1; Norway:1,No normalization merge applied.,2,Mexico:1; Norway:1
c_gent_2f000c7f,Gent,Gent,c_gent_2f000c7f,Gent,unchanged,not_applicable,1,Haiti:1,No normalization merge applied.,1,Haiti:1
c_gil_vicente_4e74984b,Gil Vicente,Gil Vicente,c_gil_vicente_4e74984b,Gil Vicente,unchanged,not_applicable,1,Ivory Coast:1,No normalization merge applied.,1,Ivory Coast:1
c_girona_2b73c591,Girona,Girona,c_girona_2b73c591,Girona,unchanged,not_applicable,2,Morocco:1; Belgium:1,No normalization merge applied.,2,Belgium:1; Morocco:1
c_granada_4af55cd4,Granada,Granada,c_granada_4af55cd4,Granada,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_grazer_ak_845301c1,Grazer AK,Grazer AK,c_grazer_ak_845301c1,Grazer AK,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_gremio_c49f51d7,Gremio,Gremio,c_gremio_c49f51d7,Gremio,unchanged,not_applicable,2,Brazil:1; Paraguay:1,No normalization merge applied.,2,Brazil:1; Paraguay:1
c_gyori_eto_4f17868c,Győri ETO,Gyori ETO,c_gyori_eto_4f17868c,Győri ETO,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_hajduk_split_903c0454,Hajduk Split,Hajduk Split,c_hajduk_split_903c0454,Hajduk Split,unchanged,not_applicable,1,Canada:1,No normalization merge applied.,1,Canada:1
c_hamburg_a1d99583,Hamburg,Hamburg,c_hamburger_sv_bc4db90c,Hamburger SV,manual_source_variant_merge,manual_verified,1,Croatia:1,Source variant/typo collapsed into Hamburger SV based on user review.,3,Croatia:1; Norway:1; Switzerland:1
c_hamburg_sv_8cb7fa56,Hamburg SV,Hamburg SV,c_hamburger_sv_bc4db90c,Hamburger SV,manual_source_variant_merge,manual_verified,1,Norway:1,Source variant/typo collapsed into Hamburger SV based on user review.,3,Croatia:1; Norway:1; Switzerland:1
c_hamburger_sv_bc4db90c,Hamburger SV,Hamburger SV,c_hamburger_sv_bc4db90c,Hamburger SV,manual_canonical_rename,manual_verified,1,Switzerland:1,Canonical name manually changed to 'Hamburger SV'. No normalization merge applied.,3,Croatia:1; Norway:1; Switzerland:1
c_hannover_96_f304aed3,Hannover 96,Hannover 96,c_hannover_96_f304aed3,Hannover 96,unchanged,not_applicable,2,South Africa:1; Tunisia:1,No normalization merge applied.,2,South Africa:1; Tunisia:1
c_heart_of_midlothian_d14abfe8,Heart of Midlothian,Heart of Midlothian,c_heart_of_midlothian_d14abfe8,Heart of Midlothian,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_hearts_422d35b1,Hearts,Hearts,c_hearts_422d35b1,Heart of Midlothian F.C.,manual_canonical_rename,manual_verified,2,Scotland:2,Canonical name manually changed to 'Heart of Midlothian F.C.'. No normalization merge applied.,1,Scotland:1
c_heracles_almelo_e3b803be,Heracles Almelo,Heracles Almelo,c_heracles_almelo_e3b803be,Heracles Almelo,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_hibernian_8382e8fd,Hibernian,Hibernian,c_hibernian_8382e8fd,Hibernian,unchanged,not_applicable,1,Scotland:1,No normalization merge applied.,1,Scotland:1
c_hoffenheim_afe46f8f,Hoffenheim,Hoffenheim,c_tsg_hoffenheim_7dd7fd83,TSG Hoffenheim,auto_merge_curated_alias,high,3,Germany:1; Ivory Coast:1; Croatia:1,Collapsed source variant to canonical club 'TSG Hoffenheim'.,8,Austria:1; Croatia:1; Czechia:3; Germany:1; Ivory Coast:1; Türkiye:1
c_holstein_kiel_1496d34f,Holstein Kiel,Holstein Kiel,c_holstein_kiel_1496d34f,Holstein Kiel,unchanged,not_applicable,1,Sweden:1,No normalization merge applied.,1,Sweden:1
c_hradec_kralove_16ceb4be,Hradec Kralove,Hradec Kralove,c_hradec_kralove_16ceb4be,Hradec Kralove,unchanged,not_applicable,1,Czechia:1,No normalization merge applied.,1,Czechia:1
c_hull_city_c960b36b,Hull City,Hull City,c_hull_city_c960b36b,Hull City,unchanged,not_applicable,3,Canada:1; Bosnia-Herzegovina:1; Croatia:1,No normalization merge applied.,3,Bosnia-Herzegovina:1; Canada:1; Croatia:1
c_huracan_1cba27c3,Huracan,Huracan,c_huracan_1cba27c3,Huracan,unchanged,not_applicable,2,Ecuador:2,No normalization merge applied.,2,Ecuador:2
c_ifk_norrkoping_3af5a7be,IFK Norrköping,IFK Norrkoping,c_ifk_norrkoping_3af5a7be,IFK Norrköping,unchanged,not_applicable,1,Tunisia:1,No normalization merge applied.,1,Tunisia:1
c_igdir_afc03fda,Igdir,Igdir,c_igdir_afc03fda,Igdir,unchanged,not_applicable,2,Curacao:1; Cape Verde:1,No normalization merge applied.,2,Cape Verde:1; Curacao:1
c_independiente_4f0bb709,Independiente,Independiente,c_independiente_4f0bb709,Club Atlético Independiente,manual_canonical_rename,manual_verified,2,Paraguay:1; Colombia:1,Canonical name manually changed to 'Club Atlético Independiente'. No normalization merge applied.,2,Colombia:1; Paraguay:1
c_independiente_del_valle_02bf2082,Independiente del Valle,Independiente del Valle,c_independiente_del_valle_02bf2082,Independiente del Valle,unchanged,not_applicable,1,Ecuador:1,No normalization merge applied.,1,Ecuador:1
c_independiente_rivadavia_c01b9f67,Independiente Rivadavia,Independiente Rivadavia,c_independiente_rivadavia_c01b9f67,Independiente Rivadavia,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_inter_miami_12316fb2,Inter Miami,Inter Miami,c_inter_miami_12316fb2,Inter Miami,unchanged,not_applicable,3,Argentina:2; Canada:1,No normalization merge applied.,3,Argentina:2; Canada:1
c_inter_milan_ec07dd66,Inter Milan,Inter Milan,c_inter_milan_ec07dd66,Inter Milan,auto_merge_curated_alias,high,4,Switzerland:1; Türkiye:1; Netherlands:1; Croatia:1,Collapsed source variant to canonical club 'Inter Milan'.,7,Argentina:1; Croatia:1; France:1; Ivory Coast:1; Netherlands:1; Switzerland:1; Türkiye:1
c_internacional_9f25f9e5,Internacional,Internacional,c_internacional_9f25f9e5,Internacional,auto_merge_curated_alias,high,1,Ecuador:1,Collapsed source variant to canonical club 'Internacional'.,2,Ecuador:1; Uruguay:1
c_internacional_de_porto_alegre_2cd531d7,Internacional de Porto Alegre,Internacional de Porto Alegre,c_internacional_9f25f9e5,Internacional,auto_merge_curated_alias,high,1,Uruguay:1,Collapsed source variant to canonical club 'Internacional'.,2,Ecuador:1; Uruguay:1
c_internazionale_aa241403,Internazionale,Internazionale,c_inter_milan_ec07dd66,Inter Milan,auto_merge_curated_alias,high,3,Ivory Coast:1; France:1; Argentina:1,Collapsed source variant to canonical club 'Inter Milan'.,7,Argentina:1; Croatia:1; France:1; Ivory Coast:1; Netherlands:1; Switzerland:1; Türkiye:1
c_ipswich_b59d5dc9,Ipswich,Ipswich,c_ipswich_town_0526bcf8,Ipswich Town,auto_merge_curated_alias,high,1,Scotland:1,Collapsed source variant to canonical club 'Ipswich Town'.,2,Iraq:1; Scotland:1
c_ipswich_town_0526bcf8,Ipswich Town,Ipswich Town,c_ipswich_town_0526bcf8,Ipswich Town,auto_merge_curated_alias,high,1,Iraq:1,Collapsed source variant to canonical club 'Ipswich Town'.,2,Iraq:1; Scotland:1
c_ironi_kiryat_shmona_c6bc74ed,Ironi Kiryat Shmona,Ironi Kiryat Shmona,c_ironi_kiryat_shmona_c6bc74ed,Ironi Kiryat Shmona,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_istanbul_basaksehir_eda9bc84,Istanbul Basaksehir,Istanbul Basaksehir,c_istanbul_basaksehir_eda9bc84,Istanbul Basaksehir,unchanged,not_applicable,4,Uzbekistan:2; Cape Verde:1; Ghana:1,No normalization merge applied.,4,Cape Verde:1; Ghana:1; Uzbekistan:2
c_jagiellonia_bialystok_14ff40df,Jagiellonia Bialystok,Jagiellonia Bialystok,c_jagiellonia_bialystok_14ff40df,Jagiellonia Bialystok,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.,1,Bosnia-Herzegovina:1
c_jeonbuk_hyundai_06657775,Jeonbuk Hyundai,Jeonbuk Hyundai,c_jeonbuk_hyundai_06657775,Jeonbuk Hyundai,unchanged,not_applicable,2,South Korea:2,No normalization merge applied.,2,South Korea:2
c_js_kabylie_dbd91381,JS Kabylie,JS Kabylie,c_js_kabylie_dbd91381,JS Kabylie,unchanged,not_applicable,1,Algeria:1,No normalization merge applied.,1,Algeria:1
c_juarez_7fd97eca,Juárez,Juarez,c_juarez_7fd97eca,Juárez,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_juventus_57698fb8,Juventus,Juventus,c_juventus_57698fb8,Juventus,unchanged,not_applicable,7,Canada:1; Brazil:1; United States:1; Türkiye:1; Netherlands:1; Sweden:1; Portugal:1,No normalization merge applied.,7,Brazil:1; Canada:1; Netherlands:1; Portugal:1; Sweden:1; Türkiye:1; United States:1
c_kaizer_chiefs_99debdde,Kaizer Chiefs,Kaizer Chiefs,c_kaizer_chiefs_99debdde,Kaizer Chiefs,unchanged,not_applicable,1,South Africa:1,No normalization merge applied.,1,South Africa:1
c_kalba_cd0a6e06,Kalba,Kalba,c_kalba_cd0a6e06,Kalba,unchanged,not_applicable,1,Iran:1,No normalization merge applied.,1,Iran:1
c_karlsruher_sc_de48b4d3,Karlsruher SC,Karlsruher SC,c_karlsruher_sc_de48b4d3,Karlsruher SC,unchanged,not_applicable,1,Bosnia-Herzegovina:1,No normalization merge applied.,1,Bosnia-Herzegovina:1
c_kasmpasa_61344b51,Kasımpaşa,Kasmpasa,c_kasmpasa_61344b51,Kasımpaşa,unchanged,not_applicable,2,Tunisia:2,No normalization merge applied.,2,Tunisia:2
c_kashima_antlers_e314a26b,Kashima Antlers,Kashima Antlers,c_kashima_antlers_e314a26b,Kashima Antlers,unchanged,not_applicable,2,South Korea:1; Japan:1,No normalization merge applied.,2,Japan:1; South Korea:1
c_kasimpasa_520d5e13,Kasimpasa,Kasimpasa,c_kasimpasa_520d5e13,Kasimpasa,unchanged,not_applicable,1,Türkiye:1,No normalization merge applied.,1,Türkiye:1
c_kayserispor_6364c552,Kayserispor,Kayserispor,c_kayserispor_6364c552,Kayserispor,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.,1,Curacao:1
c_kifisia_6c2ed07b,Kifisia,Kifisia,c_kifisia_6c2ed07b,Kifisia,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.,1,Curacao:1
c_kilmarnock_77ff2e4c,Kilmarnock,Kilmarnock,c_kilmarnock_77ff2e4c,Kilmarnock,unchanged,not_applicable,2,Scotland:1; Congo DR:1,No normalization merge applied.,2,Congo DR:1; Scotland:1
c_kobenhavn_f37ec8f7,Kobenhavn,Kobenhavn,c_copenhagen_7e10c652,Copenhagen,auto_merge_curated_alias,high,1,Croatia:1,Collapsed source variant to canonical club 'Copenhagen'.,3,Croatia:1; Japan:1; Tunisia:1
c_konyaspor_93c0af9a,Konyaspor,Konyaspor,c_konyaspor_93c0af9a,Konyaspor,unchanged,not_applicable,1,Curacao:1,No normalization merge applied.,1,Curacao:1
c_krasnodar_e8c3f037,Krasnodar,Krasnodar,c_krasnodar_e8c3f037,Krasnodar,unchanged,not_applicable,2,Cape Verde:1; Colombia:1,No normalization merge applied.,2,Cape Verde:1; Colombia:1
c_kv_mechelen_5d03665d,KV Mechelen,KV Mechelen,c_kv_mechelen_5d03665d,KV Mechelen,unchanged,not_applicable,1,Morocco:1,No normalization merge applied.,1,Morocco:1
c_lafc_42b75eaf,LAFC,LAFC,c_lafc_42b75eaf,LAFC,unchanged,not_applicable,4,Canada:3; South Korea:1,No normalization merge applied.,4,Canada:3; South Korea:1
c_lanus_7b7e52a5,Lanus,Lanus,c_lanus_7b7e52a5,Lanus,unchanged,not_applicable,1,Paraguay:1,No normalization merge applied.,1,Paraguay:1
c_lask_ec5e4ca0,LASK,LASK,c_lask_ec5e4ca0,LASK,auto_merge_curated_alias,high,1,Panama:1,Collapsed source variant to canonical club 'LASK'.,2,Austria:1; Panama:1
c_lask_linz_e868dff4,LASK Linz,LASK Linz,c_lask_ec5e4ca0,LASK,auto_merge_curated_alias,high,1,Austria:1,Collapsed source variant to canonical club 'LASK'.,2,Austria:1; Panama:1
c_ldu_quito_c7b2d459,LDU Quito,LDU Quito,c_ldu_quito_c7b2d459,LDU Quito,unchanged,not_applicable,2,Haiti:1; Ecuador:1,No normalization merge applied.,2,Ecuador:1; Haiti:1
c_le_havre_e4b47f0b,Le Havre,Le Havre,c_le_havre_ac_f11b1be2,Le Havre AC,auto_merge_curated_alias,high,2,Japan:1; Congo DR:1,Collapsed source variant to canonical club 'Le Havre AC'.,3,Congo DR:1; Japan:1; Senegal:1
c_le_havre_ac_f11b1be2,Le Havre AC,Le Havre AC,c_le_havre_ac_f11b1be2,Le Havre AC,auto_merge_curated_alias,high,1,Senegal:1,Collapsed source variant to canonical club 'Le Havre AC'.,3,Congo DR:1; Japan:1; Senegal:1
c_lechia_gdansk_6dd6ea20,Lechia Gdańsk,Lechia Gdansk,c_lechia_gdansk_6dd6ea20,Lechia Gdańsk,unchanged,not_applicable,1,New Zealand:1,No normalization merge applied.,1,New Zealand:1
c_leeds_d537b1a4,Leeds,Leeds,c_leeds_d537b1a4,Leeds,unchanged,not_applicable,1,Switzerland:1,No normalization merge applied.,1,Switzerland:1
c_leeds_united_4d0a095e,Leeds United,Leeds United,c_leeds_united_4d0a095e,Leeds United,unchanged,not_applicable,3,United States:1; Japan:1; Sweden:1,No normalization merge applied.,3,Japan:1; Sweden:1; United States:1
c_leicester_city_1856e967,Leicester City,Leicester City,c_leicester_city_1856e967,Leicester City,unchanged,not_applicable,3,Ghana:2; Australia:1,No normalization merge applied.,3,Australia:1; Ghana:2
c_lens_d18e9fd2,Lens,Lens,c_lens_d18e9fd2,Lens,unchanged,not_applicable,4,Bosnia-Herzegovina:1; Saudi Arabia:1; France:1; Congo DR:1,No normalization merge applied.,4,Bosnia-Herzegovina:1; Congo DR:1; France:1; Saudi Arabia:1
c_leon_e09d3468,León,Leon,c_leon_e09d3468,León,unchanged,not_applicable,1,Panama:1,No normalization merge applied.,1,Panama:1
c_levante_1173db37,Levante,Levante,c_levante_1173db37,Levante,unchanged,not_applicable,1,Australia:1,No normalization merge applied.,1,Australia:1
c_lille_5e95484f,Lille,Lille,c_lille_5e95484f,Lille,unchanged,not_applicable,8,Belgium:3; Algeria:2; Congo DR:2; Morocco:1,No normalization merge applied.,8,Algeria:2; Belgium:3; Congo DR:2; Morocco:1
c_liverpool_53dacc53,Liverpool,Liverpool,c_liverpool_53dacc53,Liverpool,unchanged,not_applicable,11,Netherlands:3; Brazil:1; Scotland:1; Germany:1; Japan:1; Sweden:1; Egypt:1; France:1; Argentina:1,No normalization merge applied.,11,Argentina:1; Brazil:1; Egypt:1; France:1; Germany:1; Japan:1; Netherlands:3; Scotland:1; Sweden:1
c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,Lokomotiv Moscow,c_lokomotiv_moscow_d1e0d051,Lokomotiv Moscow,unchanged,not_applicable,1,Mexico:1,No normalization merge applied.,1,Mexico:1
c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,Lokomotiva Zagreb,c_lokomotiva_zagreb_5ede067f,Lokomotiva Zagreb,unchanged,not_applicable,1,Jordan:1,No normalization merge applied.,1,Jordan:1
c_lorient_1d133ad3,Lorient,Lorient,c_lorient_1d133ad3,Lorient,unchanged,not_applicable,3,Switzerland:1; Tunisia:1; Senegal:1,No normalization merge applied.,3,Senegal:1; Switzerland:1; Tunisia:1
c_ludogorets_razgrad_596a7c7c,Ludogorets Razgrad,Ludogorets Razgrad,c_ludogorets_razgrad_596a7c7c,Ludogorets Razgrad,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
c_lugano_b8a83086,Lugano,Lugano,c_lugano_b8a83086,Lugano,unchanged,not_applicable,2,Haiti:1; Tunisia:1,No normalization merge applied.,2,Haiti:1; Tunisia:1
c_lyon_8ff8803d,Lyon,Lyon,c_lyon_8ff8803d,Lyon,unchanged,not_applicable,4,Brazil:1; Senegal:1; Argentina:1; Ghana:1,No normalization merge applied.,4,Argentina:1; Brazil:1; Ghana:1; Senegal:1
c_maccabi_haifa_f1b6b507,Maccabi Haifa,Maccabi Haifa,c_maccabi_haifa_f1b6b507,Maccabi Haifa,unchanged,not_applicable,2,Curacao:1; Senegal:1,No normalization merge applied.,2,Curacao:1; Senegal:1
c_maccabi_tel_aviv_8adccf32,Maccabi Tel Aviv,Maccabi Tel Aviv,c_maccabi_tel_aviv_8adccf32,Maccabi Tel Aviv,unchanged,not_applicable,1,Cape Verde:1,No normalization merge applied.,1,Cape Verde:1
